range,column,x_start,x_end,y_start,y_end
1,1,-2.038,1.977,24.268,24.776
1,2,-2.038,1.977,23.760,24.268
1,3,-2.038,1.977,23.252,23.760
1,4,-2.038,1.977,22.744,23.252
1,5,-2.038,1.977,22.236,22.744
1,6,-2.038,1.977,21.728,22.236
1,7,-2.038,1.977,21.220,21.728
1,8,-2.038,1.977,20.712,21.220
1,9,-2.038,1.977,20.204,20.712
1,10,-2.038,1.977,19.696,20.204
1,11,-2.038,1.977,19.188,19.696
1,12,-2.038,1.977,18.680,19.188
1,13,-2.038,1.977,18.172,18.680
1,14,-2.038,1.977,17.664,18.172
1,15,-2.038,1.977,17.156,17.664
1,16,-2.038,1.977,16.648,17.156
1,17,-2.038,1.977,16.140,16.648
1,18,-2.038,1.977,15.632,16.140
1,19,-2.038,1.977,15.124,15.632
1,20,-2.038,1.977,14.616,15.124
1,21,-2.038,1.977,14.108,14.616
1,22,-2.038,1.977,13.600,14.108
1,23,-2.038,1.977,13.092,13.600
1,24,-2.038,1.977,12.584,13.092
1,25,-2.038,1.977,12.076,12.584
1,26,-2.038,1.977,11.568,12.076
1,27,-2.038,1.977,11.060,11.568
1,28,-2.038,1.977,10.552,11.060
1,29,-2.038,1.977,10.044,10.552
1,30,-2.038,1.977,9.536,10.044
1,31,-2.038,1.977,9.028,9.536
1,32,-2.038,1.977,8.520,9.028
1,33,-2.038,1.977,8.012,8.520
1,34,-2.038,1.977,7.504,8.012
1,35,-2.038,1.977,6.996,7.504
1,36,-2.038,1.977,6.488,6.996
1,37,-2.038,1.977,5.980,6.488
1,38,-2.038,1.977,5.472,5.980
1,39,-2.038,1.977,4.964,5.472
1,40,-2.038,1.977,4.456,4.964
1,41,-2.038,1.977,3.948,4.456
1,42,-2.038,1.977,3.440,3.948
1,43,-2.038,1.977,2.932,3.440
1,44,-2.038,1.977,2.424,2.932
1,45,-2.038,1.977,1.916,2.424
1,46,-2.038,1.977,1.408,1.916
1,47,-2.038,1.977,0.900,1.408
1,48,-2.038,1.977,0.392,0.900
2,1,1.977,5.993,24.268,24.776
2,2,1.977,5.993,23.760,24.268
2,3,1.977,5.993,23.252,23.760
2,4,1.977,5.993,22.744,23.252
2,5,1.977,5.993,22.236,22.744
2,6,1.977,5.993,21.728,22.236
2,7,1.977,5.993,21.220,21.728
2,8,1.977,5.993,20.712,21.220
2,9,1.977,5.993,20.204,20.712
2,10,1.977,5.993,19.696,20.204
2,11,1.977,5.993,19.188,19.696
2,12,1.977,5.993,18.680,19.188
2,13,1.977,5.993,18.172,18.680
2,14,1.977,5.993,17.664,18.172
2,15,1.977,5.993,17.156,17.664
2,16,1.977,5.993,16.648,17.156
2,17,1.977,5.993,16.140,16.648
2,18,1.977,5.993,15.632,16.140
2,19,1.977,5.993,15.124,15.632
2,20,1.977,5.993,14.616,15.124
2,21,1.977,5.993,14.108,14.616
2,22,1.977,5.993,13.600,14.108
2,23,1.977,5.993,13.092,13.600
2,24,1.977,5.993,12.584,13.092
2,25,1.977,5.993,12.076,12.584
2,26,1.977,5.993,11.568,12.076
2,27,1.977,5.993,11.060,11.568
2,28,1.977,5.993,10.552,11.060
2,29,1.977,5.993,10.044,10.552
2,30,1.977,5.993,9.536,10.044
2,31,1.977,5.993,9.028,9.536
2,32,1.977,5.993,8.520,9.028
2,33,1.977,5.993,8.012,8.520
2,34,1.977,5.993,7.504,8.012
2,35,1.977,5.993,6.996,7.504
2,36,1.977,5.993,6.488,6.996
2,37,1.977,5.993,5.980,6.488
2,38,1.977,5.993,5.472,5.980
2,39,1.977,5.993,4.964,5.472
2,40,1.977,5.993,4.456,4.964
2,41,1.977,5.993,3.948,4.456
2,42,1.977,5.993,3.440,3.948
2,43,1.977,5.993,2.932,3.440
2,44,1.977,5.993,2.424,2.932
2,45,1.977,5.993,1.916,2.424
2,46,1.977,5.993,1.408,1.916
2,47,1.977,5.993,0.900,1.408
2,48,1.977,5.993,0.392,0.900
3,1,5.993,10.009,24.268,24.776
3,2,5.993,10.009,23.760,24.268
3,3,5.993,10.009,23.252,23.760
3,4,5.993,10.009,22.744,23.252
3,5,5.993,10.009,22.236,22.744
3,6,5.993,10.009,21.728,22.236
3,7,5.993,10.009,21.220,21.728
3,8,5.993,10.009,20.712,21.220
3,9,5.993,10.009,20.204,20.712
3,10,5.993,10.009,19.696,20.204
3,11,5.993,10.009,19.188,19.696
3,12,5.993,10.009,18.680,19.188
3,13,5.993,10.009,18.172,18.680
3,14,5.993,10.009,17.664,18.172
3,15,5.993,10.009,17.156,17.664
3,16,5.993,10.009,16.648,17.156
3,17,5.993,10.009,16.140,16.648
3,18,5.993,10.009,15.632,16.140
3,19,5.993,10.009,15.124,15.632
3,20,5.993,10.009,14.616,15.124
3,21,5.993,10.009,14.108,14.616
3,22,5.993,10.009,13.600,14.108
3,23,5.993,10.009,13.092,13.600
3,24,5.993,10.009,12.584,13.092
3,25,5.993,10.009,12.076,12.584
3,26,5.993,10.009,11.568,12.076
3,27,5.993,10.009,11.060,11.568
3,28,5.993,10.009,10.552,11.060
3,29,5.993,10.009,10.044,10.552
3,30,5.993,10.009,9.536,10.044
3,31,5.993,10.009,9.028,9.536
3,32,5.993,10.009,8.520,9.028
3,33,5.993,10.009,8.012,8.520
3,34,5.993,10.009,7.504,8.012
3,35,5.993,10.009,6.996,7.504
3,36,5.993,10.009,6.488,6.996
3,37,5.993,10.009,5.980,6.488
3,38,5.993,10.009,5.472,5.980
3,39,5.993,10.009,4.964,5.472
3,40,5.993,10.009,4.456,4.964
3,41,5.993,10.009,3.948,4.456
3,42,5.993,10.009,3.440,3.948
3,43,5.993,10.009,2.932,3.440
3,44,5.993,10.009,2.424,2.932
3,45,5.993,10.009,1.916,2.424
3,46,5.993,10.009,1.408,1.916
3,47,5.993,10.009,0.900,1.408
3,48,5.993,10.009,0.392,0.900
4,1,10.009,14.024,24.268,24.776
4,2,10.009,14.024,23.760,24.268
4,3,10.009,14.024,23.252,23.760
4,4,10.009,14.024,22.744,23.252
4,5,10.009,14.024,22.236,22.744
4,6,10.009,14.024,21.728,22.236
4,7,10.009,14.024,21.220,21.728
4,8,10.009,14.024,20.712,21.220
4,9,10.009,14.024,20.204,20.712
4,10,10.009,14.024,19.696,20.204
4,11,10.009,14.024,19.188,19.696
4,12,10.009,14.024,18.680,19.188
4,13,10.009,14.024,18.172,18.680
4,14,10.009,14.024,17.664,18.172
4,15,10.009,14.024,17.156,17.664
4,16,10.009,14.024,16.648,17.156
4,17,10.009,14.024,16.140,16.648
4,18,10.009,14.024,15.632,16.140
4,19,10.009,14.024,15.124,15.632
4,20,10.009,14.024,14.616,15.124
4,21,10.009,14.024,14.108,14.616
4,22,10.009,14.024,13.600,14.108
4,23,10.009,14.024,13.092,13.600
4,24,10.009,14.024,12.584,13.092
4,25,10.009,14.024,12.076,12.584
4,26,10.009,14.024,11.568,12.076
4,27,10.009,14.024,11.060,11.568
4,28,10.009,14.024,10.552,11.060
4,29,10.009,14.024,10.044,10.552
4,30,10.009,14.024,9.536,10.044
4,31,10.009,14.024,9.028,9.536
4,32,10.009,14.024,8.520,9.028
4,33,10.009,14.024,8.012,8.520
4,34,10.009,14.024,7.504,8.012
4,35,10.009,14.024,6.996,7.504
4,36,10.009,14.024,6.488,6.996
4,37,10.009,14.024,5.980,6.488
4,38,10.009,14.024,5.472,5.980
4,39,10.009,14.024,4.964,5.472
4,40,10.009,14.024,4.456,4.964
4,41,10.009,14.024,3.948,4.456
4,42,10.009,14.024,3.440,3.948
4,43,10.009,14.024,2.932,3.440
4,44,10.009,14.024,2.424,2.932
4,45,10.009,14.024,1.916,2.424
4,46,10.009,14.024,1.408,1.916
4,47,10.009,14.024,0.900,1.408
4,48,10.009,14.024,0.392,0.900
5,1,14.024,18.040,24.268,24.776
5,2,14.024,18.040,23.760,24.268
5,3,14.024,18.040,23.252,23.760
5,4,14.024,18.040,22.744,23.252
5,5,14.024,18.040,22.236,22.744
5,6,14.024,18.040,21.728,22.236
5,7,14.024,18.040,21.220,21.728
5,8,14.024,18.040,20.712,21.220
5,9,14.024,18.040,20.204,20.712
5,10,14.024,18.040,19.696,20.204
5,11,14.024,18.040,19.188,19.696
5,12,14.024,18.040,18.680,19.188
5,13,14.024,18.040,18.172,18.680
5,14,14.024,18.040,17.664,18.172
5,15,14.024,18.040,17.156,17.664
5,16,14.024,18.040,16.648,17.156
5,17,14.024,18.040,16.140,16.648
5,18,14.024,18.040,15.632,16.140
5,19,14.024,18.040,15.124,15.632
5,20,14.024,18.040,14.616,15.124
5,21,14.024,18.040,14.108,14.616
5,22,14.024,18.040,13.600,14.108
5,23,14.024,18.040,13.092,13.600
5,24,14.024,18.040,12.584,13.092
5,25,14.024,18.040,12.076,12.584
5,26,14.024,18.040,11.568,12.076
5,27,14.024,18.040,11.060,11.568
5,28,14.024,18.040,10.552,11.060
5,29,14.024,18.040,10.044,10.552
5,30,14.024,18.040,9.536,10.044
5,31,14.024,18.040,9.028,9.536
5,32,14.024,18.040,8.520,9.028
5,33,14.024,18.040,8.012,8.520
5,34,14.024,18.040,7.504,8.012
5,35,14.024,18.040,6.996,7.504
5,36,14.024,18.040,6.488,6.996
5,37,14.024,18.040,5.980,6.488
5,38,14.024,18.040,5.472,5.980
5,39,14.024,18.040,4.964,5.472
5,40,14.024,18.040,4.456,4.964
5,41,14.024,18.040,3.948,4.456
5,42,14.024,18.040,3.440,3.948
5,43,14.024,18.040,2.932,3.440
5,44,14.024,18.040,2.424,2.932
5,45,14.024,18.040,1.916,2.424
5,46,14.024,18.040,1.408,1.916
5,47,14.024,18.040,0.900,1.408
5,48,14.024,18.040,0.392,0.900
6,1,18.040,22.055,24.268,24.776
6,2,18.040,22.055,23.760,24.268
6,3,18.040,22.055,23.252,23.760
6,4,18.040,22.055,22.744,23.252
6,5,18.040,22.055,22.236,22.744
6,6,18.040,22.055,21.728,22.236
6,7,18.040,22.055,21.220,21.728
6,8,18.040,22.055,20.712,21.220
6,9,18.040,22.055,20.204,20.712
6,10,18.040,22.055,19.696,20.204
6,11,18.040,22.055,19.188,19.696
6,12,18.040,22.055,18.680,19.188
6,13,18.040,22.055,18.172,18.680
6,14,18.040,22.055,17.664,18.172
6,15,18.040,22.055,17.156,17.664
6,16,18.040,22.055,16.648,17.156
6,17,18.040,22.055,16.140,16.648
6,18,18.040,22.055,15.632,16.140
6,19,18.040,22.055,15.124,15.632
6,20,18.040,22.055,14.616,15.124
6,21,18.040,22.055,14.108,14.616
6,22,18.040,22.055,13.600,14.108
6,23,18.040,22.055,13.092,13.600
6,24,18.040,22.055,12.584,13.092
6,25,18.040,22.055,12.076,12.584
6,26,18.040,22.055,11.568,12.076
6,27,18.040,22.055,11.060,11.568
6,28,18.040,22.055,10.552,11.060
6,29,18.040,22.055,10.044,10.552
6,30,18.040,22.055,9.536,10.044
6,31,18.040,22.055,9.028,9.536
6,32,18.040,22.055,8.520,9.028
6,33,18.040,22.055,8.012,8.520
6,34,18.040,22.055,7.504,8.012
6,35,18.040,22.055,6.996,7.504
6,36,18.040,22.055,6.488,6.996
6,37,18.040,22.055,5.980,6.488
6,38,18.040,22.055,5.472,5.980
6,39,18.040,22.055,4.964,5.472
6,40,18.040,22.055,4.456,4.964
6,41,18.040,22.055,3.948,4.456
6,42,18.040,22.055,3.440,3.948
6,43,18.040,22.055,2.932,3.440
6,44,18.040,22.055,2.424,2.932
6,45,18.040,22.055,1.916,2.424
6,46,18.040,22.055,1.408,1.916
6,47,18.040,22.055,0.900,1.408
6,48,18.040,22.055,0.392,0.900
7,1,22.055,26.071,24.268,24.776
7,2,22.055,26.071,23.760,24.268
7,3,22.055,26.071,23.252,23.760
7,4,22.055,26.071,22.744,23.252
7,5,22.055,26.071,22.236,22.744
7,6,22.055,26.071,21.728,22.236
7,7,22.055,26.071,21.220,21.728
7,8,22.055,26.071,20.712,21.220
7,9,22.055,26.071,20.204,20.712
7,10,22.055,26.071,19.696,20.204
7,11,22.055,26.071,19.188,19.696
7,12,22.055,26.071,18.680,19.188
7,13,22.055,26.071,18.172,18.680
7,14,22.055,26.071,17.664,18.172
7,15,22.055,26.071,17.156,17.664
7,16,22.055,26.071,16.648,17.156
7,17,22.055,26.071,16.140,16.648
7,18,22.055,26.071,15.632,16.140
7,19,22.055,26.071,15.124,15.632
7,20,22.055,26.071,14.616,15.124
7,21,22.055,26.071,14.108,14.616
7,22,22.055,26.071,13.600,14.108
7,23,22.055,26.071,13.092,13.600
7,24,22.055,26.071,12.584,13.092
7,25,22.055,26.071,12.076,12.584
7,26,22.055,26.071,11.568,12.076
7,27,22.055,26.071,11.060,11.568
7,28,22.055,26.071,10.552,11.060
7,29,22.055,26.071,10.044,10.552
7,30,22.055,26.071,9.536,10.044
7,31,22.055,26.071,9.028,9.536
7,32,22.055,26.071,8.520,9.028
7,33,22.055,26.071,8.012,8.520
7,34,22.055,26.071,7.504,8.012
7,35,22.055,26.071,6.996,7.504
7,36,22.055,26.071,6.488,6.996
7,37,22.055,26.071,5.980,6.488
7,38,22.055,26.071,5.472,5.980
7,39,22.055,26.071,4.964,5.472
7,40,22.055,26.071,4.456,4.964
7,41,22.055,26.071,3.948,4.456
7,42,22.055,26.071,3.440,3.948
7,43,22.055,26.071,2.932,3.440
7,44,22.055,26.071,2.424,2.932
7,45,22.055,26.071,1.916,2.424
7,46,22.055,26.071,1.408,1.916
7,47,22.055,26.071,0.900,1.408
7,48,22.055,26.071,0.392,0.900
8,1,26.071,30.087,24.268,24.776
8,2,26.071,30.087,23.760,24.268
8,3,26.071,30.087,23.252,23.760
8,4,26.071,30.087,22.744,23.252
8,5,26.071,30.087,22.236,22.744
8,6,26.071,30.087,21.728,22.236
8,7,26.071,30.087,21.220,21.728
8,8,26.071,30.087,20.712,21.220
8,9,26.071,30.087,20.204,20.712
8,10,26.071,30.087,19.696,20.204
8,11,26.071,30.087,19.188,19.696
8,12,26.071,30.087,18.680,19.188
8,13,26.071,30.087,18.172,18.680
8,14,26.071,30.087,17.664,18.172
8,15,26.071,30.087,17.156,17.664
8,16,26.071,30.087,16.648,17.156
8,17,26.071,30.087,16.140,16.648
8,18,26.071,30.087,15.632,16.140
8,19,26.071,30.087,15.124,15.632
8,20,26.071,30.087,14.616,15.124
8,21,26.071,30.087,14.108,14.616
8,22,26.071,30.087,13.600,14.108
8,23,26.071,30.087,13.092,13.600
8,24,26.071,30.087,12.584,13.092
8,25,26.071,30.087,12.076,12.584
8,26,26.071,30.087,11.568,12.076
8,27,26.071,30.087,11.060,11.568
8,28,26.071,30.087,10.552,11.060
8,29,26.071,30.087,10.044,10.552
8,30,26.071,30.087,9.536,10.044
8,31,26.071,30.087,9.028,9.536
8,32,26.071,30.087,8.520,9.028
8,33,26.071,30.087,8.012,8.520
8,34,26.071,30.087,7.504,8.012
8,35,26.071,30.087,6.996,7.504
8,36,26.071,30.087,6.488,6.996
8,37,26.071,30.087,5.980,6.488
8,38,26.071,30.087,5.472,5.980
8,39,26.071,30.087,4.964,5.472
8,40,26.071,30.087,4.456,4.964
8,41,26.071,30.087,3.948,4.456
8,42,26.071,30.087,3.440,3.948
8,43,26.071,30.087,2.932,3.440
8,44,26.071,30.087,2.424,2.932
8,45,26.071,30.087,1.916,2.424
8,46,26.071,30.087,1.408,1.916
8,47,26.071,30.087,0.900,1.408
8,48,26.071,30.087,0.392,0.900
9,1,30.087,34.102,24.268,24.776
9,2,30.087,34.102,23.760,24.268
9,3,30.087,34.102,23.252,23.760
9,4,30.087,34.102,22.744,23.252
9,5,30.087,34.102,22.236,22.744
9,6,30.087,34.102,21.728,22.236
9,7,30.087,34.102,21.220,21.728
9,8,30.087,34.102,20.712,21.220
9,9,30.087,34.102,20.204,20.712
9,10,30.087,34.102,19.696,20.204
9,11,30.087,34.102,19.188,19.696
9,12,30.087,34.102,18.680,19.188
9,13,30.087,34.102,18.172,18.680
9,14,30.087,34.102,17.664,18.172
9,15,30.087,34.102,17.156,17.664
9,16,30.087,34.102,16.648,17.156
9,17,30.087,34.102,16.140,16.648
9,18,30.087,34.102,15.632,16.140
9,19,30.087,34.102,15.124,15.632
9,20,30.087,34.102,14.616,15.124
9,21,30.087,34.102,14.108,14.616
9,22,30.087,34.102,13.600,14.108
9,23,30.087,34.102,13.092,13.600
9,24,30.087,34.102,12.584,13.092
9,25,30.087,34.102,12.076,12.584
9,26,30.087,34.102,11.568,12.076
9,27,30.087,34.102,11.060,11.568
9,28,30.087,34.102,10.552,11.060
9,29,30.087,34.102,10.044,10.552
9,30,30.087,34.102,9.536,10.044
9,31,30.087,34.102,9.028,9.536
9,32,30.087,34.102,8.520,9.028
9,33,30.087,34.102,8.012,8.520
9,34,30.087,34.102,7.504,8.012
9,35,30.087,34.102,6.996,7.504
9,36,30.087,34.102,6.488,6.996
9,37,30.087,34.102,5.980,6.488
9,38,30.087,34.102,5.472,5.980
9,39,30.087,34.102,4.964,5.472
9,40,30.087,34.102,4.456,4.964
9,41,30.087,34.102,3.948,4.456
9,42,30.087,34.102,3.440,3.948
9,43,30.087,34.102,2.932,3.440
9,44,30.087,34.102,2.424,2.932
9,45,30.087,34.102,1.916,2.424
9,46,30.087,34.102,1.408,1.916
9,47,30.087,34.102,0.900,1.408
9,48,30.087,34.102,0.392,0.900
10,1,34.102,38.118,24.268,24.776
10,2,34.102,38.118,23.760,24.268
10,3,34.102,38.118,23.252,23.760
10,4,34.102,38.118,22.744,23.252
10,5,34.102,38.118,22.236,22.744
10,6,34.102,38.118,21.728,22.236
10,7,34.102,38.118,21.220,21.728
10,8,34.102,38.118,20.712,21.220
10,9,34.102,38.118,20.204,20.712
10,10,34.102,38.118,19.696,20.204
10,11,34.102,38.118,19.188,19.696
10,12,34.102,38.118,18.680,19.188
10,13,34.102,38.118,18.172,18.680
10,14,34.102,38.118,17.664,18.172
10,15,34.102,38.118,17.156,17.664
10,16,34.102,38.118,16.648,17.156
10,17,34.102,38.118,16.140,16.648
10,18,34.102,38.118,15.632,16.140
10,19,34.102,38.118,15.124,15.632
10,20,34.102,38.118,14.616,15.124
10,21,34.102,38.118,14.108,14.616
10,22,34.102,38.118,13.600,14.108
10,23,34.102,38.118,13.092,13.600
10,24,34.102,38.118,12.584,13.092
10,25,34.102,38.118,12.076,12.584
10,26,34.102,38.118,11.568,12.076
10,27,34.102,38.118,11.060,11.568
10,28,34.102,38.118,10.552,11.060
10,29,34.102,38.118,10.044,10.552
10,30,34.102,38.118,9.536,10.044
10,31,34.102,38.118,9.028,9.536
10,32,34.102,38.118,8.520,9.028
10,33,34.102,38.118,8.012,8.520
10,34,34.102,38.118,7.504,8.012
10,35,34.102,38.118,6.996,7.504
10,36,34.102,38.118,6.488,6.996
10,37,34.102,38.118,5.980,6.488
10,38,34.102,38.118,5.472,5.980
10,39,34.102,38.118,4.964,5.472
10,40,34.102,38.118,4.456,4.964
10,41,34.102,38.118,3.948,4.456
10,42,34.102,38.118,3.440,3.948
10,43,34.102,38.118,2.932,3.440
10,44,34.102,38.118,2.424,2.932
10,45,34.102,38.118,1.916,2.424
10,46,34.102,38.118,1.408,1.916
10,47,34.102,38.118,0.900,1.408
10,48,34.102,38.118,0.392,0.900
11,1,38.118,42.133,24.268,24.776
11,2,38.118,42.133,23.760,24.268
11,3,38.118,42.133,23.252,23.760
11,4,38.118,42.133,22.744,23.252
11,5,38.118,42.133,22.236,22.744
11,6,38.118,42.133,21.728,22.236
11,7,38.118,42.133,21.220,21.728
11,8,38.118,42.133,20.712,21.220
11,9,38.118,42.133,20.204,20.712
11,10,38.118,42.133,19.696,20.204
11,11,38.118,42.133,19.188,19.696
11,12,38.118,42.133,18.680,19.188
11,13,38.118,42.133,18.172,18.680
11,14,38.118,42.133,17.664,18.172
11,15,38.118,42.133,17.156,17.664
11,16,38.118,42.133,16.648,17.156
11,17,38.118,42.133,16.140,16.648
11,18,38.118,42.133,15.632,16.140
11,19,38.118,42.133,15.124,15.632
11,20,38.118,42.133,14.616,15.124
11,21,38.118,42.133,14.108,14.616
11,22,38.118,42.133,13.600,14.108
11,23,38.118,42.133,13.092,13.600
11,24,38.118,42.133,12.584,13.092
11,25,38.118,42.133,12.076,12.584
11,26,38.118,42.133,11.568,12.076
11,27,38.118,42.133,11.060,11.568
11,28,38.118,42.133,10.552,11.060
11,29,38.118,42.133,10.044,10.552
11,30,38.118,42.133,9.536,10.044
11,31,38.118,42.133,9.028,9.536
11,32,38.118,42.133,8.520,9.028
11,33,38.118,42.133,8.012,8.520
11,34,38.118,42.133,7.504,8.012
11,35,38.118,42.133,6.996,7.504
11,36,38.118,42.133,6.488,6.996
11,37,38.118,42.133,5.980,6.488
11,38,38.118,42.133,5.472,5.980
11,39,38.118,42.133,4.964,5.472
11,40,38.118,42.133,4.456,4.964
11,41,38.118,42.133,3.948,4.456
11,42,38.118,42.133,3.440,3.948
11,43,38.118,42.133,2.932,3.440
11,44,38.118,42.133,2.424,2.932
11,45,38.118,42.133,1.916,2.424
11,46,38.118,42.133,1.408,1.916
11,47,38.118,42.133,0.900,1.408
11,48,38.118,42.133,0.392,0.900
12,1,42.133,46.149,24.268,24.776
12,2,42.133,46.149,23.760,24.268
12,3,42.133,46.149,23.252,23.760
12,4,42.133,46.149,22.744,23.252
12,5,42.133,46.149,22.236,22.744
12,6,42.133,46.149,21.728,22.236
12,7,42.133,46.149,21.220,21.728
12,8,42.133,46.149,20.712,21.220
12,9,42.133,46.149,20.204,20.712
12,10,42.133,46.149,19.696,20.204
12,11,42.133,46.149,19.188,19.696
12,12,42.133,46.149,18.680,19.188
12,13,42.133,46.149,18.172,18.680
12,14,42.133,46.149,17.664,18.172
12,15,42.133,46.149,17.156,17.664
12,16,42.133,46.149,16.648,17.156
12,17,42.133,46.149,16.140,16.648
12,18,42.133,46.149,15.632,16.140
12,19,42.133,46.149,15.124,15.632
12,20,42.133,46.149,14.616,15.124
12,21,42.133,46.149,14.108,14.616
12,22,42.133,46.149,13.600,14.108
12,23,42.133,46.149,13.092,13.600
12,24,42.133,46.149,12.584,13.092
12,25,42.133,46.149,12.076,12.584
12,26,42.133,46.149,11.568,12.076
12,27,42.133,46.149,11.060,11.568
12,28,42.133,46.149,10.552,11.060
12,29,42.133,46.149,10.044,10.552
12,30,42.133,46.149,9.536,10.044
12,31,42.133,46.149,9.028,9.536
12,32,42.133,46.149,8.520,9.028
12,33,42.133,46.149,8.012,8.520
12,34,42.133,46.149,7.504,8.012
12,35,42.133,46.149,6.996,7.504
12,36,42.133,46.149,6.488,6.996
12,37,42.133,46.149,5.980,6.488
12,38,42.133,46.149,5.472,5.980
12,39,42.133,46.149,4.964,5.472
12,40,42.133,46.149,4.456,4.964
12,41,42.133,46.149,3.948,4.456
12,42,42.133,46.149,3.440,3.948
12,43,42.133,46.149,2.932,3.440
12,44,42.133,46.149,2.424,2.932
12,45,42.133,46.149,1.916,2.424
12,46,42.133,46.149,1.408,1.916
12,47,42.133,46.149,0.900,1.408
12,48,42.133,46.149,0.392,0.900
13,1,46.149,50.165,24.268,24.776
13,2,46.149,50.165,23.760,24.268
13,3,46.149,50.165,23.252,23.760
13,4,46.149,50.165,22.744,23.252
13,5,46.149,50.165,22.236,22.744
13,6,46.149,50.165,21.728,22.236
13,7,46.149,50.165,21.220,21.728
13,8,46.149,50.165,20.712,21.220
13,9,46.149,50.165,20.204,20.712
13,10,46.149,50.165,19.696,20.204
13,11,46.149,50.165,19.188,19.696
13,12,46.149,50.165,18.680,19.188
13,13,46.149,50.165,18.172,18.680
13,14,46.149,50.165,17.664,18.172
13,15,46.149,50.165,17.156,17.664
13,16,46.149,50.165,16.648,17.156
13,17,46.149,50.165,16.140,16.648
13,18,46.149,50.165,15.632,16.140
13,19,46.149,50.165,15.124,15.632
13,20,46.149,50.165,14.616,15.124
13,21,46.149,50.165,14.108,14.616
13,22,46.149,50.165,13.600,14.108
13,23,46.149,50.165,13.092,13.600
13,24,46.149,50.165,12.584,13.092
13,25,46.149,50.165,12.076,12.584
13,26,46.149,50.165,11.568,12.076
13,27,46.149,50.165,11.060,11.568
13,28,46.149,50.165,10.552,11.060
13,29,46.149,50.165,10.044,10.552
13,30,46.149,50.165,9.536,10.044
13,31,46.149,50.165,9.028,9.536
13,32,46.149,50.165,8.520,9.028
13,33,46.149,50.165,8.012,8.520
13,34,46.149,50.165,7.504,8.012
13,35,46.149,50.165,6.996,7.504
13,36,46.149,50.165,6.488,6.996
13,37,46.149,50.165,5.980,6.488
13,38,46.149,50.165,5.472,5.980
13,39,46.149,50.165,4.964,5.472
13,40,46.149,50.165,4.456,4.964
13,41,46.149,50.165,3.948,4.456
13,42,46.149,50.165,3.440,3.948
13,43,46.149,50.165,2.932,3.440
13,44,46.149,50.165,2.424,2.932
13,45,46.149,50.165,1.916,2.424
13,46,46.149,50.165,1.408,1.916
13,47,46.149,50.165,0.900,1.408
13,48,46.149,50.165,0.392,0.900
14,1,50.165,54.180,24.268,24.776
14,2,50.165,54.180,23.760,24.268
14,3,50.165,54.180,23.252,23.760
14,4,50.165,54.180,22.744,23.252
14,5,50.165,54.180,22.236,22.744
14,6,50.165,54.180,21.728,22.236
14,7,50.165,54.180,21.220,21.728
14,8,50.165,54.180,20.712,21.220
14,9,50.165,54.180,20.204,20.712
14,10,50.165,54.180,19.696,20.204
14,11,50.165,54.180,19.188,19.696
14,12,50.165,54.180,18.680,19.188
14,13,50.165,54.180,18.172,18.680
14,14,50.165,54.180,17.664,18.172
14,15,50.165,54.180,17.156,17.664
14,16,50.165,54.180,16.648,17.156
14,17,50.165,54.180,16.140,16.648
14,18,50.165,54.180,15.632,16.140
14,19,50.165,54.180,15.124,15.632
14,20,50.165,54.180,14.616,15.124
14,21,50.165,54.180,14.108,14.616
14,22,50.165,54.180,13.600,14.108
14,23,50.165,54.180,13.092,13.600
14,24,50.165,54.180,12.584,13.092
14,25,50.165,54.180,12.076,12.584
14,26,50.165,54.180,11.568,12.076
14,27,50.165,54.180,11.060,11.568
14,28,50.165,54.180,10.552,11.060
14,29,50.165,54.180,10.044,10.552
14,30,50.165,54.180,9.536,10.044
14,31,50.165,54.180,9.028,9.536
14,32,50.165,54.180,8.520,9.028
14,33,50.165,54.180,8.012,8.520
14,34,50.165,54.180,7.504,8.012
14,35,50.165,54.180,6.996,7.504
14,36,50.165,54.180,6.488,6.996
14,37,50.165,54.180,5.980,6.488
14,38,50.165,54.180,5.472,5.980
14,39,50.165,54.180,4.964,5.472
14,40,50.165,54.180,4.456,4.964
14,41,50.165,54.180,3.948,4.456
14,42,50.165,54.180,3.440,3.948
14,43,50.165,54.180,2.932,3.440
14,44,50.165,54.180,2.424,2.932
14,45,50.165,54.180,1.916,2.424
14,46,50.165,54.180,1.408,1.916
14,47,50.165,54.180,0.900,1.408
14,48,50.165,54.180,0.392,0.900
15,1,54.180,58.196,24.268,24.776
15,2,54.180,58.196,23.760,24.268
15,3,54.180,58.196,23.252,23.760
15,4,54.180,58.196,22.744,23.252
15,5,54.180,58.196,22.236,22.744
15,6,54.180,58.196,21.728,22.236
15,7,54.180,58.196,21.220,21.728
15,8,54.180,58.196,20.712,21.220
15,9,54.180,58.196,20.204,20.712
15,10,54.180,58.196,19.696,20.204
15,11,54.180,58.196,19.188,19.696
15,12,54.180,58.196,18.680,19.188
15,13,54.180,58.196,18.172,18.680
15,14,54.180,58.196,17.664,18.172
15,15,54.180,58.196,17.156,17.664
15,16,54.180,58.196,16.648,17.156
15,17,54.180,58.196,16.140,16.648
15,18,54.180,58.196,15.632,16.140
15,19,54.180,58.196,15.124,15.632
15,20,54.180,58.196,14.616,15.124
15,21,54.180,58.196,14.108,14.616
15,22,54.180,58.196,13.600,14.108
15,23,54.180,58.196,13.092,13.600
15,24,54.180,58.196,12.584,13.092
